filename,rootclass,vowelclass,consclass
bangla793,2,0,0
bangla794,2,0,0
bangla795,2,0,0
bangla796,2,0,0
bangla797,2,0,0
bangla798,2,0,0
bangla799,2,0,0
bangla800,2,0,0
bangla801,2,0,0
bangla802,2,0,0
bangla803,2,0,0
bangla804,2,0,0
bangla805,2,0,0
bangla806,2,0,0
bangla807,2,0,0
bangla808,2,0,0
bangla809,2,0,0
bangla810,2,0,0
bangla811,2,0,0
bangla812,2,0,0
bangla813,2,0,0
bangla814,2,0,0
bangla815,2,0,0
bangla816,2,0,0
bangla817,2,0,0
bangla818,2,0,0
bangla819,2,0,0
bangla820,2,0,0
bangla821,2,0,0
bangla822,2,0,0
bangla823,2,0,0
bangla824,2,0,0
bangla825,2,0,0
bangla826,2,0,0
bangla827,2,0,0
bangla828,2,0,0
bangla829,2,0,0
bangla830,2,0,0
bangla831,2,0,0
bangla832,2,0,0
bangla833,2,0,0
bangla834,2,0,0
bangla835,2,0,0
bangla836,2,0,0
bangla837,2,0,0
bangla838,2,0,0
bangla839,2,0,0
bangla840,2,0,0
bangla841,2,0,0
bangla842,2,0,0
bangla843,2,0,0
bangla844,2,0,0
bangla845,2,0,0
bangla846,2,0,0
bangla847,2,0,0
bangla848,2,0,0
bangla849,2,0,0
bangla850,2,0,0
bangla851,2,0,0
bangla852,2,0,0
bangla853,2,0,0
bangla854,2,0,0
bangla855,2,0,0
bangla856,2,0,0
bangla857,2,0,0
bangla858,2,0,0
bangla859,2,0,0
bangla860,2,0,0
bangla861,2,0,0
bangla862,2,0,0
bangla863,2,0,0
bangla864,2,0,0
bangla865,2,0,0
bangla866,2,0,0
bangla867,2,0,0
bangla868,2,0,0
bangla869,2,0,0
bangla870,2,0,0
bangla871,2,0,0
bangla872,2,0,0
bangla873,2,0,0
bangla874,2,0,0
bangla875,2,0,0
bangla876,2,0,0
bangla877,2,0,0
bangla878,2,0,0
bangla879,2,0,0
bangla880,2,0,0
bangla881,2,0,0
bangla882,2,0,0
bangla883,2,0,0
bangla884,2,0,0
bangla885,2,0,0
bangla886,2,0,0
bangla887,2,0,0
bangla888,2,0,0
bangla889,2,0,0
bangla890,2,0,0
bangla891,2,0,0
bangla892,2,0,0
bangla893,2,0,0
bangla894,2,0,0
bangla895,2,0,0
bangla896,2,0,0
bangla897,2,0,0
bangla898,2,0,0
bangla899,2,0,0
bangla900,2,0,0
bangla901,2,0,0
bangla902,2,0,0
bangla903,2,0,0
bangla904,2,0,0
bangla905,2,0,0
bangla906,2,0,0
bangla907,2,0,0
bangla908,2,0,0
bangla909,2,0,0
bangla910,2,0,0
bangla911,2,0,0
bangla912,2,0,0
bangla913,2,0,0
bangla914,2,0,0
bangla915,2,0,0
bangla916,2,0,0
bangla917,2,0,0
bangla918,2,0,0
bangla919,2,0,0
bangla920,2,0,0
bangla921,2,0,0
bangla922,2,0,0
bangla923,2,0,0
bangla924,2,0,0
bangla925,2,0,0
bangla926,2,0,0
bangla927,2,0,0
bangla928,2,0,0
bangla929,2,0,0
bangla930,2,0,0
bangla931,2,0,0
bangla932,2,0,0
bangla933,2,0,0
bangla934,2,0,0
bangla935,2,0,0
bangla936,2,0,0
bangla937,2,0,0
bangla938,2,0,0
bangla939,2,0,0
bangla940,2,0,0
bangla941,2,0,0
bangla942,2,0,0
bangla943,2,0,0
bangla944,2,0,0
bangla945,2,0,0
bangla946,2,0,0
bangla947,2,0,0
bangla948,2,0,0
bangla949,2,0,0
bangla950,2,0,0
bangla951,2,0,0
bangla952,2,0,0
bangla953,2,0,0
bangla954,2,0,0
bangla955,2,0,0
bangla956,2,0,0
bangla957,2,0,0
bangla958,2,0,0
bangla959,2,0,0
bangla960,2,0,0
bangla961,2,0,0
bangla962,2,0,0
bangla963,2,0,0
bangla964,2,0,0
bangla965,2,0,0
bangla966,2,0,0
bangla967,2,0,0
bangla968,2,0,0
bangla969,2,0,0
bangla970,2,0,0
bangla971,2,0,0
bangla972,2,0,0
bangla973,2,0,0
bangla974,2,0,0
bangla975,2,0,0
bangla976,2,0,0
bangla977,2,0,0
bangla978,2,0,0
bangla979,2,0,0
bangla980,2,0,0
bangla981,2,0,0
bangla982,2,0,0
bangla983,2,0,0
bangla984,2,0,0
bangla985,2,0,0
bangla986,2,0,0
bangla987,2,0,0
bangla988,2,0,0
bangla989,2,0,0
bangla990,2,0,0
bangla991,2,0,0
bangla992,2,0,0
bangla993,2,0,0
bangla994,2,0,0
bangla995,2,0,0
bangla996,2,0,0
bangla997,2,0,0
bangla998,2,0,0
bangla999,2,0,0
bangla1000,2,0,0
bangla1001,2,0,0
bangla1002,2,0,0
bangla1003,2,0,0
bangla1004,2,0,0
bangla1005,2,0,0
bangla1006,2,0,0
bangla1007,2,0,0
bangla1008,2,0,0
bangla1009,2,0,0
bangla1010,2,0,0
bangla1011,2,0,0
bangla1012,2,0,0
bangla1013,2,0,0
bangla1014,2,0,0
bangla1015,2,0,0
bangla1016,2,0,0
bangla1017,2,0,0
bangla1018,2,0,0
bangla1019,2,0,0
bangla1020,2,0,0
bangla1021,2,0,0
bangla1022,2,0,0
bangla1023,2,0,0
bangla1024,2,0,0
bangla1025,2,0,0
bangla1026,2,0,0
bangla1027,2,0,0
bangla1028,2,0,0
bangla1029,2,0,0
bangla1030,2,0,0
bangla1031,2,0,0
bangla1032,2,0,0
bangla1033,2,0,0
bangla1034,2,0,0
bangla1035,2,0,0
bangla1036,2,0,0
bangla1037,2,0,0
bangla1038,2,0,0
bangla1039,2,0,0
bangla1040,2,0,0
bangla1041,2,0,0
bangla1042,2,0,0
bangla1043,2,0,0
bangla1044,2,0,0
bangla1045,2,0,0
bangla1046,2,0,0
bangla1047,2,0,0
bangla1048,2,0,0
bangla1049,2,0,0
bangla1050,2,0,0
bangla1051,2,0,0
bangla1052,2,0,0
bangla1053,2,0,0
bangla1054,2,0,0
bangla1055,2,0,0
bangla1056,2,0,0
bangla1057,2,0,0
bangla1058,2,0,0
bangla1059,2,0,0
bangla1060,2,0,0
bangla1061,2,0,0
bangla1062,2,0,0
bangla1063,2,0,0
bangla1064,2,0,0
bangla1065,2,0,0
bangla1066,2,0,0
bangla1067,2,0,0
bangla1068,2,0,0
bangla1069,2,0,0
bangla1070,2,0,0
bangla1071,2,0,0
bangla1072,2,0,0
bangla1073,2,0,0
bangla1074,2,0,0
bangla1075,2,0,0
bangla1076,2,0,0
bangla1077,2,0,0
bangla1078,2,0,0
bangla1079,2,0,0
bangla1080,2,0,0
bangla1081,2,0,0
bangla1082,2,0,0
bangla1083,2,0,0
bangla1084,2,0,0
bangla1085,2,0,0
bangla1086,2,0,0
bangla1087,2,0,0
bangla1088,2,0,0
bangla1089,2,0,0
bangla1090,2,0,0
bangla1091,2,0,0
bangla1092,2,0,0
bangla1093,2,0,0
bangla1094,2,0,0
bangla1095,2,0,0
bangla1096,2,0,0
bangla1097,2,0,0
bangla1098,2,0,0
bangla1099,2,0,0
bangla1100,2,0,0
bangla1101,2,0,0
bangla1102,2,0,0
bangla1103,2,0,0
bangla1104,2,0,0
bangla1105,2,0,0
bangla1106,2,0,0
bangla1107,2,0,0
bangla1108,2,0,0
bangla1109,2,0,0
bangla1110,2,0,0
bangla1111,2,0,0
bangla1112,2,0,0
bangla1113,2,0,0
bangla1114,2,0,0
bangla1115,2,0,0
bangla1116,2,0,0
bangla1117,2,0,0
bangla1118,2,0,0
bangla1119,2,0,0
bangla1120,2,0,0
bangla1121,2,0,0
bangla1122,2,0,0
bangla1123,2,0,0
bangla1124,2,0,0
bangla1125,2,0,0
bangla1126,2,0,0
bangla1127,2,0,0
bangla1128,2,0,0
bangla1129,2,0,0
bangla1130,2,0,0
bangla1131,2,0,0
bangla1132,2,0,0
bangla1133,2,0,0
bangla1134,2,0,0
bangla1135,2,0,0
bangla1136,2,0,0
bangla1137,2,0,0
bangla1138,2,0,0
bangla1139,2,0,0
bangla1140,2,0,0
bangla1141,2,0,0
bangla1142,2,0,0
bangla1143,2,0,0
bangla1144,2,0,0
bangla1145,2,0,0
bangla1146,2,0,0
bangla1147,2,0,0
bangla1148,2,0,0
bangla1149,2,0,0
bangla1150,2,0,0
bangla1151,2,0,0
bangla1152,2,0,0
bangla1153,2,0,0
bangla1154,2,0,0
bangla1155,2,0,0
bangla1156,2,0,0
bangla1157,2,0,0
bangla1158,2,0,0
bangla1159,2,0,0
bangla1160,2,0,0
bangla1161,2,0,0
bangla1162,2,0,0
bangla1163,2,0,0
bangla1164,2,0,0
bangla1165,2,0,0
bangla1166,2,0,0
bangla1167,2,0,0
bangla1168,2,0,0
bangla1169,2,0,0
bangla1170,2,0,0
bangla1171,2,0,0
bangla1172,2,0,0
bangla1173,2,0,0
bangla1174,2,0,0
bangla1175,2,0,0
bangla1176,2,0,0
bangla1177,2,0,0
bangla1178,2,0,0
bangla1179,2,0,0
bangla1180,2,0,0
bangla1181,2,0,0
bangla1182,2,0,0
bangla1183,2,0,0
bangla1184,2,0,0
bangla1185,2,0,0
bangla1186,2,0,0
bangla1187,2,0,0
bangla1188,2,0,0
bangla1189,2,0,0
bangla1190,2,0,0
bangla1191,2,0,0
bangla1192,2,0,0
bangla1193,2,0,0
bangla1194,2,0,0
bangla1195,2,0,0
bangla1196,2,0,0
bangla1197,2,0,0
bangla1198,2,0,0
bangla1199,2,0,0
bangla1200,2,0,0
bangla1201,2,0,0
bangla1202,2,0,0
bangla1203,2,0,0
bangla1204,2,0,0
bangla1205,2,0,0
bangla1206,2,0,0
bangla1207,2,0,0
bangla1208,2,0,0
bangla1209,2,0,0
bangla1210,2,0,0
bangla1211,2,0,0
bangla1212,2,0,0
bangla1213,2,0,0
bangla1214,2,0,0
bangla1215,2,0,0
bangla1216,2,0,0
bangla1217,2,0,0
bangla1218,2,0,0
bangla1219,2,0,0
bangla1220,2,0,0
bangla1221,2,0,0
bangla1222,2,0,0
bangla1223,2,0,0
bangla1224,2,0,0
bangla1225,2,0,0
bangla1226,2,0,0
bangla1227,2,0,0
bangla1228,2,0,0
bangla1229,2,0,0
bangla1230,2,0,0
bangla1231,2,0,0
bangla1232,2,0,0
bangla1233,2,0,0
bangla1234,2,0,0
bangla1235,2,0,0
bangla1236,2,0,0
bangla1237,2,0,0
bangla1238,2,0,0
bangla1239,2,0,0
bangla1240,2,0,0
bangla1241,2,0,0
bangla1242,2,0,0
bangla1243,2,0,0
bangla1244,2,0,0
bangla1245,2,0,0
bangla1246,2,0,0
